case_id,narrative,title,energy_source,energy_level,exposure_type,barrier_status,life_saving_rule,counterfactual_could_be_fatal_or_permanent,counterfactual_reasoning,evidence_phrase,recorded_severity,confidence,evidence_verified,sps,sps_breakdown
201363322,About 5:30 a.m. on November 4  2008  Employee #1 and a number of other  contractors were inspecting and repairing a scaffold  which was erected inside  a Coal-fired Boiler  Number 2  at the Mississippi Power Company's Plant. The  scaffold collapsed inside the boiler and killed Employee #1. Six other  employees sustained bruises  contusions  and abrasions. Two of them were  hospitalized.,One Employee Is Killed  Six Others Are Injured,mechanical_moving_equipment,high,proximity_line_of_fire,partially_functioning,none,True,A scaffold erected within a boiler presents an inherently unstable environment. The collapse mechanism itself is a high-energy event with the potential for catastrophic injury or death; even minor changes in support could have resulted in a fatal outcome.,The scaffold collapsed inside the boiler,"{'1': 'fatality', '2': 'hospitalized_serious', '3': 'minor_injury', '4': 'minor_injury', '5': 'minor_injury', '6': 'minor_injury', '7': 'minor_injury'}",0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
200536084,On September 26  2013  Employee #1  with John Deere Tractor & Cab Assembly  Operations  was standing on the right side of a farm machinery tractor and was  helping align the tracked tractor mid-frame (8 R) to the rear axle. This was  the second time in a row that day that Employee #1 helped with the alignment.  The top bolt was in and started on the top right. The mid-frame was hung up  and did not mount flush on the bottom. Employee #1 had placed his left hand on  the corner of the mid-frame. Employee #1 was using his right hand to align the  bolt to the hole in the mid-frame. When Employee #1 reached in with his right  hand  between the mid-frame and the rear axle  the mid-frame dropped into  position against the rear axle. Employee #1's first and middle fingers were  pinched. Employee #1 was transported to the hospital  where his fingers had to  be amputated at the first knuckle of both fingers. The joining of the parts  was a normal job duty  but operators had been trained to keep their hands and  fingers from between the mating parts. Employee #1 was not hospitalized.,Employee Amputates Fingers Aligning Tractor Frame,mechanical_caught_in_between,high,direct_contact,partially_functioning,point_of_operation,True,The mid-frame dropped against the rear axle with Employee #1's hand trapped between; a slight shift in the frame’s position or a momentary lapse in attention could have resulted in crushing injuries to the wrist and hand.,Employee #1's first and middle fingers were pinched,{'1': 'amputation'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
200981348,On July 30  2013  Employee #1  a 46-year-old male  Employee #2  a 19-year-old  male and Employee #3  a 22-year-old male with S & Bs Oilfield & Excavating  were attempting to open a clean out hatch relating to an oil-water separator  located at an oil well site. The three employees were using an unspecified  electric drill to remove fasteners that was holding the hatch in place. As the  workers started to remove fasteners with the electric drill  liquid began to  leak from the hatch. In an effort to stop the leak  Employee #1  Employee #2  and Employee #3 then started tighten the fasteners to the hatch with the  electric drill. While they were tightening the fasteners  a flash fire  occurred  burning all the three employees. Employee #1  Employee #2  and  Employee #3 were all hospitalized as a result of unspecified burn injuries.,Three Oil Field Workers Are Burned In Flash Fire,electrical,high,proximity_line_of_fire,partially_functioning,hot_work,True,The use of an electric drill to tighten fasteners near a leaking liquid creates a high-risk scenario for ignition; a small increase in the drill's power output or a slight shift in the flammable liquid’s flow could have resulted in a larger fire and severe burns.,a flash fire occurred burning all the three employees,"{'1': 'hospitalized_serious', '2': 'hospitalized_serious', '3': 'hospitalized_serious'}",0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
202458261,At approximately 1:26 p.m. on July 1  2013  Employee #1 was feeling dizzy  while sitting and working at a table. The employee was not injured. Employee  #1 experienced dizziness while putting nuts on bolts. The employee was in a  covered building with 7 swamp coolers and multiple box fans to move the air  while the employees were working. Employee #1 was taken to an area hospital.  The cause of his dizziness was determined to be from heat exhaustion.,Employee Suffers Heat Exhaustion Working On Nuts And Bolts,thermal,moderate,proximity_line_of_fire,functioning,ppe,True,Prolonged exposure to elevated ambient temperatures combined with physical exertion (putting nuts on bolts) creates a significant risk of heat exhaustion; a slight increase in temperature or reduced airflow could have resulted in collapse and death.,Employee #1 was feeling dizzy while sitting and working at a table,{'1': 'heat_exhaustion'},0.98,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
200515880,On June 6  2013  Employee #1  with Hedge and Herberg Inc.  was removing a  refrigeration unit from a semi-trailer  and he was being assisted by a  coworker. They used a torch to cut a bolt that could not be removed. In  preparation to remove the bolt  Employee #1 used a sponge to wet down the  floor and walls of the trailer with what was thought to be a bucket of water   prior to using the torch. When the torch was lit  the interior of the trailer  was engulfed in flames. The coworker who had lit the torch  turned it off  set  it down and took the bucket of what was thought to be water and doused  Employee #1  who used the bucket and sponge and who was on fire. Employee #1  was immediately engulfed in flames. A fire extinguisher was used to put out  the fire on Employee #1  and he was taken to the hospital  where he died. The  bucket contained an unidentified ignitable liquid. While the Event Date is  listed as June 6  2013  the narrative stated that the accident occurred on  April 1  2013.,Employee Is Killed By Burns Sustained In Truck Fire,flammable_material,high,direct_contact,partially_functioning,hot_work,True,The use of an open flame to cut a bolt in the presence of flammable liquids and ignition sources created a high-risk environment. A small delay in extinguishing the fire or a different positioning could have resulted in complete engulfment and fatal burns.,They used a torch to cut a bolt that could not be removed,{'1': 'fatality'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
202657896,On March 25  2013  Employee #1  a framer  was involved in the construction of  a new school working on a scaffold. A coworker was erecting a block wall  working on the top level of the scaffold and at another corner. The employee  was picking up tools to move to another location. Employee #1 was on the plank  just above the second level of the scaffold installing bolts for a wood  ledger. Employee #1 was walking on the scaffold around a bolt  when he slipped  and fell to the ground. The employee was taken to an area hospital  where he  was treated for four fractured ribs  contusion to right leg  pain in shoulder  and fracture to the bone near the bridge of nose. Employee #1 remained  hospitalized.,Employee Suffers Multiple Fractures In Fall From Scaffold,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,shoring,True,The employee was working on a plank above the second level of a scaffold; a small change in footing or a slight increase in speed could have resulted in a fatal fall to a hard surface. The presence of a partially functioning scaffold further increases the risk.,Employee #1 was walking on the scaffold around a bolt when he slipped and fell to the ground,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201392826,On March 21  2013  Employee #1  a 39-year-old male with Mollertech LLC  was  using an overhead crane to move injection die from storage area using wrong  size lift bolt. Lift bolt failed causing the suspended die to fall. The  falling die struck Employee #1 and another stored die on the floor. Employee  #1 was killed in the event.,Overhead Crane'S Lift Bolt Breaks  Falling Load Kills Worker,mechanical_rotating_equipment,high,proximity_line_of_fire,degraded,none,True,A high-energy rotating crane with a failing bolt and suspended load presents an immediate risk of crushing injury or fatality; even a slight change in the die's trajectory could have resulted in severe trauma.,Lift bolt failed causing the suspended die to fall,{'1': 'fatality'},0.98,True,71.9,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 11.5, 'max_possible': 16}"
202509691,On January 15  2013  Employee #1  with Henkel Corporation  had been producing  an adhesive used in the aerospace industry. Employee #1 was scraping the  product back down into the mix can using a Teflon paddle  because the material  tended to climb up the rotating shaft during production. As he was doing this   Employee #1's glove was caught on the protruding bolt that secured the  unguarded rotating shaft  which was operating at high speed on a mixer chuck  (Myer; Brand Jiffy). First  Employee #1's hand  then his arm  were pulled  towards the rotating shaft  fracturing both. Employee #1 was hospitalized for  eight days.,Employee Catches Arm And Hand In Shaft  Fractures Both,mechanical_rotating_equipment,high,direct_contact,absent,point_of_operation,True,The unguarded rotating shaft with a protruding bolt presented an immediate risk of severe injury due to the high speed; even a slight change in hand position could have resulted in catastrophic damage.,Employee #1's glove was caught on the protruding bolt that secured the unguarded rotating shaft,{'1': 'fracture'},0.98,True,87.5,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 14, 'max_possible': 16}"
202654067,"On December 17  2012  Employee #1  with Leslie's Poolmart Inc.  was working at  a residential pool  and a filter housing lid flew up and struck him in the  head. The employee spent two weeks in the hospital and had short term memory  loss  including loss of memory about the entire day of the incident. The only  obvious damage on the filter housing was found on the full circumference ring  clamp that was used to fasten the bottom of filter housing to the lid. The two  rings at the end of the clamp that retained the ""T-bolt"" in place appeared to  be deformed as a result of events surrounding the incident. Apparently  the  T-bolt pulled out of the two rings due to excessive pressure.",Employee Struck By Pool Filter Suffers Facial Fractures,pressure_kinetic_release,high,proximity_line_of_fire,degraded,none,True,"High pressure release from a failing clamp, combined with direct line of fire exposure, represents a significant risk of severe head trauma; a slightly tighter clamp or a small change in the employee's position could have resulted in catastrophic injury.",a filter housing lid flew up and struck him in the head,{'1': 'hospitalized_serious'},0.98,True,71.9,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 11.5, 'max_possible': 16}"
200926418,At approximately 1:00 p.m. on October 5  2012  Employee #1 was removing bolts  on a vertical column in order to move a pipe two to three feet  when a rail  crane located within 12 inches of Employee #1 caught him causing a fatal  injury. Employee #1 was crushed between the crane mechanism that runs along  the rail system and the vertical column where he was removing bolts. Employee  #1 was taken to the hospital where he was pronounced dead.,Employee Is Fatally Crushed By Bridge Crane,mechanical_moving_equipment,very_high,proximity_line_of_fire,functioning,none,True,A crane operating within 12 inches of a worker performing work on a column represents an immediate and unavoidable hazard; even a slight shift in the crane's position or operation could result in crushing injuries.,a rail crane located within 12 inches of Employee #1 caught him,{'1': 'fatality'},0.98,True,75.0,"{'energy_level_pts': 6, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 12, 'max_possible': 16}"
201562816,On August 16  2012  Employee #1 was working on a water well pump. Two  coworkers were removing bolts from the water pump while Employee #1 was  raising the boom to put into position. The employees did not notice the  overhead power lines. The boom got close to the power line and an arching  effect occurred energizing the truck. The popping sound startled the employees  causing them to run in different directions. One coworker ran to the East into  an open area. Another coworker ran to the South into an open area Employee #1  ran to the West  where the truck was parked. When the employee came in contact  with the truck he received a severe electrical shock. Employee #1 suffered  electrocution and was pronounced dead at the scene.,Employee Is Electrocuted When In Contact With Power Line,electrical,very_high,proximity_line_of_fire,absent,none,True,The boom's proximity to overhead power lines created a direct electrical hazard; even a slight adjustment in position or movement could have resulted in fatal contact with the energized equipment.,Employee #1 was working on a water well pump. Two coworkers were removing bolts from the water pump while Employee #1 was raising the boom to put into position.,{'1': 'fatality'},0.98,True,93.8,"{'energy_level_pts': 6, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 15, 'max_possible': 16}"
202531463,At approximately 1:47 p.m. on July 6  2012  Employee #1 was replacing metal  sidings on the roof of a hangar type building. Two coworkers stepped up on the  roof and were in the process of removing the existing roofing material. The  two coworkers were loosening the bolts on the old corrugated metal roofing  sheets using portable hand tools at the same time. Employee #1 stepped back  and his foot landed on a 20-year-old frosted green corrugated fiberglass  skylight panel. Employee #1 fell 16 ft through the skylight landing face down  on the concrete floor. The employee suffered severe head trauma  was  hospitalized for four months  and was transferred to an acute care facility.,Employee Suffers Head Trauma In Fall Through Skylight,gravity_fall,moderate,proximity_line_of_fire,absent,working_at_height,True,A 16-foot fall from a roof onto concrete with no fall protection is a recognized SIF mechanism; the frosted skylight provided minimal friction and increased the likelihood of a fatal impact.,Employee #1 fell 16 ft through the skylight landing face down on the concrete floor,{'1': 'hospitalized_serious'},0.98,True,68.8,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
202081774,On July 5  2012  Employee #1 was working near an injection-molding machine.  The molding machine had a metal safety latch overhead that was held in place  by a 5.8 in. hardened shoulder bolt. The shoulder bolt broke  and the part  fell onto Employee #1's shoulder. The employee was taken to an area hospital   where he was treated for bruises  contusions and abrasions. Employee #1 was  later released.,Employee Is Injured When Struck By Falling Shoulder Bolt,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,point_of_operation,True,A 5.8-inch hardened bolt falling from overhead has the potential to cause severe head trauma or penetrating injury; a slight change in the bolt's trajectory could have resulted in a fatal impact.,The shoulder bolt broke and the part fell onto Employee #1’s shoulder,{'1': 'abrasion'},0.9500000000000001,False,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
202493458,On June 7  2012  Employee #1  of Leland Allen Spangler dba Spangler Steel  Structure  Lincoln  CA  was working on the roof of an old steel barn. He was  removing steel roofing panels and the rusty purlins underneath  in preparation  for replacing the panels and expanding the size of the structure. As Employee  #1 was removing roof panel retaining screws  the bolt(s) holding a purlin  sheared. The purlin collapsed  followed by the roof collapsing. Employee #1  fell from the roof and landed on a concrete slab 19 feet 6 inches below.  Employee #1 was taken by helicopter to UC Davis Medical Center  Sacramento   CA. He was determined to have suffered multiple fractures that required  multiple surgeries and more than 30 days of hospitalization. He was expected  to require many months of subsequent physical therapy. When the roof  collapsed  Employee #2  also working on the roof  clung to a purlin and  narrowly escaped falling. Neither Employee #1 nor Employee #2 was working  above 20 feet  the minimum height for required fall protection in this  situation. Neither employee was using fall protection.,Employee Suffers Multiple Fractures When Barn Roof Collapses,mechanical_moving_equipment,high,proximity_line_of_fire,absent,ppe,True,The shearing of a bolt supporting a purlin initiated a progressive collapse due to the structural instability; a few inches of movement or a slightly weaker bolt would have resulted in catastrophic failure and likely fatality.,the bolt(s) holding a purlin sheared,{'1': 'hospitalized_serious'},0.98,True,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
126200245,At 10:15 a.m. on May 24  2012  Employee #1 was a cold storage worker  who had  been employed at California Fruits and Flavors  Incorporated  a supplier of  fruits and flavor ingredients  since May 23  2011. At 9 a.m. Employee #1 was  in the shipping and receiving area. Shortly he left the area on a forklift to  bring out tote containers to fill an order. Shortly  he brought out and lined  up four tote containers in the shipping and receiving area. The stainless  steel tote container was manufactured by Spartanburg and its dimension was 6  feet tall by 5 feet in diameter. Its capacity was 225 gallon with a maximum  working pressure of 14.9 psi. The relief pressure of valve is 18.85 - 21.76  psi and the maximum working pressure of the tote container is 14.9 psi. The  delivery pressure of nitrogen gas was set at 14 psi. The tote container was  filled with liquefied vanilla food flavors at the time of accident. The  pressure relief valve had been sent to the National Board Pressure Relief  Valve Department for testing. The accident was caused because the pressure  relief valve did not open. Employee #1 started pressurizing the tote  containers at 9:57 a.m. He used a step ladder to access the top of the tote  container to pressurize them. First Employee #1 pressurized two tote  containers with nitrogen gas by feeding nitrogen gas from a cylinder into the  tote container until the pressure relief valve opened  indicating the tote  container was full. Employee #1 checked the pressure inside the tote container  by inserting a pressure gauge. Then  he checked the pressure of the third and  fourth tote containers using the pressure gauge and began to pressurize the  third tote container with nitrogen while standing on the step ladder.  Suddenly  the lid of the tote container blew off  and the metal bolts and  clips that were securing the lid flew out and cut Employee #1's left neck. The  lid itself flew 15 feet in the air and got embedded in the wall. Employee #1  sustained a one-inch laceration on the neck and bruises on his right forearm  and he was transported to the LA County USC Medical Center by the paramedics   where he underwent surgery to remove a metal fragment from his left neck on  the same day  and he was discharged the next afternoon.,Employee Is Cut When Struck By Flying Object From Explosion,pressure_kinetic_release,high,proximity_line_of_fire,degraded,ppe,True,The high pressure within the tote container combined with a failed valve and an elevated worker accessing the top of the container created a scenario where projectile debris could cause severe injury; a small change in the valve's opening pressure or the worker’s position would have resulted in fatal trauma.,the lid of the tote container blew off and the metal bolts and clips that were securing the lid flew out,{'1': 'laceration'},0.98,True,71.9,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 11.5, 'max_possible': 16}"
201077997,At approximately 7:00 a.m. on May 15  2012  Employee #1  a ride mechanic  was  working at an amusement park in San Diego. The employee's job was to do a  visual inspection of the Wild Arctic ride. Employee #1 noticed a fluid leak  around a bolt over the hydraulic oil filter  and brought it to the attention  of the other two mechanics. Before the other two mechanics could come over   Employee #1 used a ratchet drive and 5/8 in. socket to try to tighten the  bolt. The ratchet was in the off position  and the bolt released from the  filter under pressure from the hydraulic system  about 2500 psi. The employee  suffered serious injury when the high pressure filter bolt that he was  tightening disengaged from the filter holder and struck the employee in the  face. Employee #1 was transported to UCSD Medical Center  where he remains  hospitalized.,Employee Is Injured When A High Pressure Bolt Disengaged,hydraulic,high,direct_contact,partially_functioning,ppe,True,High-pressure hydraulic fluid released under load directly impacted the face; a slight change in the bolt's engagement or the mechanic’s position could have resulted in catastrophic injury.,The employee suffered serious injury when the high pressure filter bolt that he was tightening disengaged from the filter holder and struck the employee in the face,{'1': 'hospitalized_serious'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
202531299,At approximately 7:30 a.m. on April 24  2012  Employee # was fixing a spring  loaded prefill valve. The valve was taken off from the C2 machine. The  employee attempted to remove the inner section of the valve by using three (3)  grade 8-10 bolts to press springs and remove keepers. One of the bolts came  off making the valve wobbling and spinning. Employee #1 was trying to hold the  valve. The employee's left index finger was caught inside one of the holes on  the side of the valve and the spring. Employee #1 suffered amputation to the  tip of his left index finger. The employee was taken to Western Hand Center in  Downey  where he was treated and released.,Employee'S Finger Is Amputated When Caught In Valve Hole,mechanical_caught_in_between,moderate,proximity_line_of_fire,degraded,point_of_operation,True,The valve was unstable due to a loose bolt and the employee's hand was directly in the path of spinning components; a slight change in force or rotation could have resulted in severe crushing injuries.,Employee #1 was trying to hold the valve,{'1': 'amputation'},0.98,True,59.4,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 9.5, 'max_possible': 16}"
200041937,Employee #1 was engaged in the removal of a turbine motor unit from a chiller  that was being demolished. An A-frame  I-beam  and two hoists were being used  to lower the turbine motor unit to the ground after removing multiple bolts  holding the unit to the chiller. After the last bolt had been removed the  flange was struck with hammer to loosen it. The unit came loose quickly and in  a twisting motion that provided dynamic loading. The lifting unit failed to  hold the weight and the end A-frame flew up and then down striking the  Employee #1 who was on top of the chiller. Employee #1 died from his injuries.,Employee Dies In Hoist Accident,mechanical_moving_equipment,very_high,proximity_line_of_fire,partially_functioning,lifting_operations,True,The dynamic loading from a sudden weight release combined with the A-frame’s upward motion created an immediate and unavoidable hazard; a slight delay in striking the flange would have resulted in direct impact to the head or torso.,The unit came loose quickly and in a twisting motion that provided dynamic loading,{'1': 'fatality'},0.98,True,75.0,"{'energy_level_pts': 6, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 12, 'max_possible': 16}"
200813335,On February 29  2012  Employees #1 2 3 and 4 were working to demolish an old  petroleum pipe. The employees were using a cutting torch to sever bolts from  the valve. The system had not been purged in over a year. Vapors were present  resulting in an explosion and flash fire. The employees were scalded and  burned. Employees #1 2 3 and 4 were taken to an area hospital  where they were  treated. Employees #1 and 2 were released after 24 hours. Employees #3 and 4  remained hospitalized.,Employees Are Scaled And Burned In Explosion,explosion,very_high,proximity_line_of_fire,degraded,hot_work,True,"Uncontrolled vapor buildup from a stagnant hydrocarbon system, combined with an ignition source (torch), resulted in a violent explosion; a slight shift in the torch's position or a faster purge could have led to catastrophic overpressure and injuries.",Employees #1 2 3 and 4 were working to demolish an old petroleum pipe,"{'1': 'hospitalized_serious', '2': 'hospitalized_serious', '3': 'hospitalized_serious', '4': 'hospitalized_serious'}",0.98,True,84.4,"{'energy_level_pts': 6, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 13.5, 'max_possible': 16}"
202713681,On September 3  2013  Employee #1 was on a baker scaffold system approximately  7 ft above ground tightening bolts on pipe flanges. The employee became dizzy.  Employee #1was attempted to kneel on the scaffold platform when he fell to the  ground. The employee was taken to an area hospital  where he was treated for  fractures to his back and shoulder. Employee #1 remained hospitalize,Employee Fractures Back And Shoulder In Fall From Scaffold,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,ppe,True,Working at 7ft height with a moving worker on a scaffold system and experiencing dizziness indicates an unstable platform; a slight shift in balance or a minor impact could have resulted in a more severe fall and potential spinal injury.,Employee #1 was on a baker scaffold system approximately 7 ft above ground tightening bolts on pipe flanges,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201262334,On May 23  2008  Employee #1  an iron worker on a construction site  was  working from an I-beam. He was using an impact wrench to tighten bolts on the  I-beam  when he fell 42 feet from the beam. He sustained chest injury and was  killed. He had not been using fall protection.,Employee Is Killed In Fall From Beam,mechanical_moving_equipment,high,proximity_line_of_fire,absent,working_at_height,True,Working at a height of 42 feet with an impact wrench creates a significant risk of falls; the absence of fall protection dramatically increases the potential for serious injury or fatality.,He was using an impact wrench to tighten bolts on the I-beam when he fell 42 feet from the beam,{'1': 'fatality'},0.98,True,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
200023216,At about 9:35 a.m. on August 31  2006  Employee #1  an ironworker  was part of  a bolting-up operation on the second concourse level of a new sports arena. He  unhooked his personal fall arrest system to move to another location  and when  he stepped on a beam's flange  he lost his balance and fell about 79 ft to the  ground. The employee was transported to a hospital  where he was pronounced  dead due to numerous blunt force type injuries.,Employee Is Killed In Fall After Unhooking Fall Protection,gravity_fall,high,proximity_line_of_fire,functioning,working_at_height,True,The employee detached fall protection while working at a significant height on an elevated platform; a slight change in balance or the presence of a handhold could have resulted in a fatal fall.,Employee #1...fell about 79 ft to the ground,{'1': 'fatality'},0.98,False,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
200571024,On May 8  2006  Employee #1 was working as a maintenance supervisor in the  construction of a concrete plant. He was overseeing and assisting in the  setting of a steel column on top of a concrete pier 12 feet above grade.  Working from a catwalk  he had tightened bolts on one side of the column   while a coworker  working from a ladder  tightened bolts on the other side of  the column. The maintenance supervisor crawled over the guardrail of the  catwalk onto the top of the pier and helped the employee on the ladder tighten  the bolts. When they were finished  the maintenance supervisor was crawling  back over the guardrail onto the catwalk  when he slipped and fell  striking  his head on the concrete surface 12 feet below. He sustained a concussion  and  he was killed.,Employee Is Killed After Striking Head In Fall From Catwalk,gravity_fall,high,proximity_line_of_fire,partially_functioning,working_at_height,True,The maintenance supervisor’s actions – traversing the catwalk edge and then falling 12 feet – created a high-risk scenario. A small change in balance or a slight shift in the guardrail could have resulted in a fatal impact.,He slipped and fell striking his head on the concrete surface 12 feet below,{'1': 'concussion_head_injury'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
201954203,Employee #1 and a coworker were bolting shrouds onto an industrial radiator  that was approximately 2 feet wide by 7 feet 6 inches long by 8 feet 4 inches  high. The radiator was sitting on timbers on blacktop pavement when it tipped  over and struck Employee #1. He suffered a fracture and was hospitalized.,Employee Is Injured When Struck By Falling Radiator,mechanical_moving_equipment,moderate,proximity_line_of_fire,degraded,none,True,"The radiator was unstable and unsupported on a soft surface; a slight shift in weight or vibration could have caused it to fall directly onto the worker's head or torso, resulting in a fatal injury.",The radiator was sitting on timbers on blacktop pavement when it tipped,{'1': 'fracture'},0.9500000000000001,True,59.4,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 9.5, 'max_possible': 16}"
201106853,On May 31  2005  Employee #1 was performing bolting functions on a steel  structure when he slipped and fell 12 ft. He landed on an uneven foundation  and suffered major back injuries. Employee #1 was wearing fall protection but  was not connected at the time of the incident as he was moving his fall  protection gear to another section. He was hospitalized.,Employee Injures Back In Fall From Steel Structure,gravity_fall,moderate,proximity_line_of_fire,partially_functioning,working_at_height,True,"A 12-foot fall from a steel structure with an uneven foundation, compounded by the worker’s failure to use fall protection properly, represents a high risk of severe injury or fatality. A slight change in footing or connection could have resulted in a fatal impact.",Employee #1 was performing bolting functions on a steel structure when he slipped and fell 12 ft,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201117991,Around 9:30 a.m. on May 28  2004  Employee #1  a carpenter  was performing a  regularly assigned task of bolting taper ties to secure a form to make it  ready for the concrete pour. Employee #1 was working approximately 12 ft above  the ground and moved horizontally from one work point to another. Employee #1  fell from the steel form prior to reattaching his positioning device to the  form at the next work point. He fractured left and right ankles requiring the  surgery. Employee #1 was transported to Antelope Valley Hospital and then  transferred to Torrance Memorial Hospital  where he was hospitalized.,Employee Fractures Ankles In Fall From Steel Form,gravity_fall,moderate,proximity_line_of_fire,partially_functioning,working_at_height,True,Working 12ft above ground with an unstable form and moving horizontally introduces a significant risk of falls; a slight change in balance or a momentary loss of grip could easily result in a fatal impact.,Employee #1 fell from the steel form prior to reattaching his positioning device to the form,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201504784,On March 2  2004 at approximately 1220 Hours  the Cal/ OSHA Oakland District  Office  Employee #1 a carpenter  47 years old was bolting a beam to a concrete  wall on the ground floor of a two-story building under construction. Instead  of fully opening the ladder  he partially opened it  and propped it against  the concrete floor with Employee #1 falling down with it as a result he  sustained closed pelvis  pubis and sacral fractures. Employee #1 was  hospitalized for about 25 hours for medical examination and observation.,Employee Fall From Roof,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,working_at_height,True,The partially opened ladder and propping against the floor created an unstable platform; a slight shift in weight or movement could have resulted in a fatal fall due to the height.,Instead of fully opening the ladder he partially opened it and propped it against the concrete floor with,{'1': 'fracture'},0.98,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
